dataset,version,variable,units,scene,bbox,resolution_deg,first_date,last_date,n_days,gaps,status,s3_zarr
era5,daily-stats,t2m_min,K,uruguay,"-60.0,-38.0,-50.0,-29.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/uruguay.zarr
era5,daily-stats,precip_sum,m,uruguay,"-60.0,-38.0,-50.0,-29.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/uruguay.zarr
era5,daily-stats,ssrd_sum,J m-2,uruguay,"-60.0,-38.0,-50.0,-29.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/uruguay.zarr
era5,daily-stats,fg10_max,m s-1,uruguay,"-60.0,-38.0,-50.0,-29.0",0.25,1995-01-01,2026-08-26,11561,0,completo,s3://suyana-tiles/era5/daily-stats/uruguay.zarr
era5,daily-stats,swvl1,m3 m-3,uruguay,"-60.0,-38.0,-50.0,-29.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/uruguay.zarr
era5,daily-stats,t2m_mean,K,chile_norte_centro,"-77.0,-40.0,-66.0,-17.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/chile_norte_centro.zarr
era5,daily-stats,t2m_max,K,chile_norte_centro,"-77.0,-40.0,-66.0,-17.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/chile_norte_centro.zarr
era5,daily-stats,t2m_min,K,chile_norte_centro,"-77.0,-40.0,-66.0,-17.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/chile_norte_centro.zarr
era5,daily-stats,precip_sum,m,chile_norte_centro,"-77.0,-40.0,-66.0,-17.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/chile_norte_centro.zarr
era5,daily-stats,ssrd_sum,J m-2,chile_norte_centro,"-77.0,-40.0,-66.0,-17.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/chile_norte_centro.zarr
era5,daily-stats,fg10_max,m s-1,chile_norte_centro,"-77.0,-40.0,-66.0,-17.0",0.25,1995-01-01,2026-08-26,11561,0,completo,s3://suyana-tiles/era5/daily-stats/chile_norte_centro.zarr
era5,daily-stats,swvl1,m3 m-3,chile_norte_centro,"-77.0,-40.0,-66.0,-17.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/chile_norte_centro.zarr
era5,daily-stats,t2m_mean,K,argentina_norte,"-70.0,-43.0,-52.0,-21.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/argentina_norte.zarr
era5,daily-stats,t2m_max,K,argentina_norte,"-70.0,-43.0,-52.0,-21.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/argentina_norte.zarr
era5,daily-stats,t2m_min,K,argentina_norte,"-70.0,-43.0,-52.0,-21.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/argentina_norte.zarr
era5,daily-stats,precip_sum,m,argentina_norte,"-70.0,-43.0,-52.0,-21.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/argentina_norte.zarr
era5,daily-stats,ssrd_sum,J m-2,argentina_norte,"-70.0,-43.0,-52.0,-21.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/argentina_norte.zarr
era5,daily-stats,fg10_max,m s-1,argentina_norte,"-70.0,-43.0,-52.0,-21.0",0.25,1995-01-01,2026-08-26,11561,0,completo,s3://suyana-tiles/era5/daily-stats/argentina_norte.zarr
era5,daily-stats,swvl1,m3 m-3,argentina_norte,"-70.0,-43.0,-52.0,-21.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/argentina_norte.zarr
era5,daily-stats,t2m_mean,K,patagonia,"-77.0,-57.0,-56.0,-40.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/patagonia.zarr
era5,daily-stats,t2m_max,K,patagonia,"-77.0,-57.0,-56.0,-40.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/patagonia.zarr
era5,daily-stats,t2m_min,K,patagonia,"-77.0,-57.0,-56.0,-40.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/patagonia.zarr
era5,daily-stats,precip_sum,m,patagonia,"-77.0,-57.0,-56.0,-40.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/patagonia.zarr
era5,daily-stats,ssrd_sum,J m-2,patagonia,"-77.0,-57.0,-56.0,-40.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/patagonia.zarr
era5,daily-stats,fg10_max,m s-1,patagonia,"-77.0,-57.0,-56.0,-40.0",0.25,1995-01-01,2026-08-26,11561,0,completo,s3://suyana-tiles/era5/daily-stats/patagonia.zarr
era5,daily-stats,swvl1,m3 m-3,patagonia,"-77.0,-57.0,-56.0,-40.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/patagonia.zarr
era5,daily-stats,t2m_mean,K,nino34,"-170.0,-5.0,-120.0,5.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/nino34.zarr
era5,daily-stats,t2m_max,K,nino34,"-170.0,-5.0,-120.0,5.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/nino34.zarr
era5,daily-stats,t2m_min,K,nino34,"-170.0,-5.0,-120.0,5.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/nino34.zarr
era5,daily-stats,precip_sum,m,nino34,"-170.0,-5.0,-120.0,5.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/nino34.zarr
era5,daily-stats,ssrd_sum,J m-2,nino34,"-170.0,-5.0,-120.0,5.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/nino34.zarr
era5,daily-stats,fg10_max,m s-1,nino34,"-170.0,-5.0,-120.0,5.0",0.25,1995-01-01,2026-08-26,11561,0,completo,s3://suyana-tiles/era5/daily-stats/nino34.zarr
era5,daily-stats,swvl1,m3 m-3,nino34,"-170.0,-5.0,-120.0,5.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/nino34.zarr
